,IMDBid,movieId,movieTitle,releaseDate,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,FilmNoir,Horror,Musical,Mystery,Romance,SciFi,Thriller,War,Western
206,tt0110197,804,Jimmy Hollywood (1994),01-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
207,tt0110213,465,"Jungle Book, The (1994)",01-Jan-94,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
208,tt0110216,728,Junior (1994),01-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
209,tt0110251,1626,Nobody Loves Me (Keiner liebt mich) (1994),09-Feb-96,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
210,tt0110259,1275,Killer (Bulletproof Heart) (1994),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
211,tt0110265,943,Killing Zoe (1994),01-Jan-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
212,tt0110299,1628,Lamerica (1994),01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
213,tt0110310,741,"Last Supper, The (1995)",05-Apr-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
214,tt0110322,51,Legends of the Fall (1994),01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
215,tt0110353,1000,Lightning Jack (1994),01-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
216,tt0110357,71,"Lion King, The (1994)",01-Jan-94,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
217,tt0110363,1032,Little Big League (1994),01-Jan-94,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
218,tt0110365,782,Little Odessa (1994),01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219,tt0110366,400,"Little Rascals, The (1994)",01-Jan-94,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
220,tt0110367,699,Little Women (1994),01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
221,tt0110374,1324,Loaded (1994),12-Apr-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
222,tt0110391,1297,Love Affair (1994),01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
223,tt0110395,1077,Love and a .45 (1994),01-Jan-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
224,tt0110399,1181,"Low Down Dirty Shame, A (1994)",01-Jan-94,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
225,tt0110413,55,"Professional, The (1994)",01-Jan-94,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
226,tt0110428,52,"Madness of King George, The (1994)",01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
227,tt0110455,1075,"Man of No Importance, A (1994)",01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
228,tt0110475,72,"Mask, The (1994)",01-Jan-94,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
229,tt0110478,73,Maverick (1994),01-Jan-94,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
230,tt0110480,119,Maya Lin: A Strong Clear Vision (1994),01-Jan-94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
231,tt0110516,783,Milk Money (1994),01-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
232,tt0110521,1368,Mina Tannenbaum (1994),01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
233,tt0110527,378,Miracle on 34th Street (1994),01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
234,tt0110538,1209,Mixed Nuts (1994),01-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
235,tt0110588,1113,Mrs. Parker and the Vicious Circle (1994),01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
236,tt0110598,381,Muriel's Wedding (1994),01-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
237,tt0110620,37,Nadja (1994),01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
238,tt0110622,384,Naked Gun 33 1/3: The Final Insult (1994),01-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
239,tt0110632,53,Natural Born Killers (1994),01-Jan-94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
240,tt0110638,729,Nell (1994),01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
241,tt0110647,548,"NeverEnding Story III, The (1994)",02-Feb-96,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
242,tt0110649,1661,"New Age, The (1994)",01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
243,tt0110684,956,Nobody's Fool (1994),01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
244,tt0110687,1271,North (1994),01-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
245,tt0110693,1264,Nothing to Lose (1994),16-Aug-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
246,tt0110712,1328,Of Love and Shadows (1994),10-May-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
247,tt0110729,1194,Once Were Warriors (1994),01-Jan-94,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
248,tt0110737,785,Only You (1994),01-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
249,tt0110763,1076,"Pagemaster, The (1994)",01-Jan-94,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
250,tt0110769,1099,"Red Firecracker, Green Firecracker (1994)",01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
251,tt0110771,1044,"Paper, The (1994)",01-Jan-94,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
252,tt0110877,14,"Postino, Il (1994)",01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
253,tt0110882,1193,Before the Rain (Pred dozhdot) (1994),01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
254,tt0110889,57,Priest (1994),01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
255,tt0110892,1285,Princess Caraboo (1994),01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
256,tt0110907,1230,Ready to Wear (Pret-A-Porter) (1994),01-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
257,tt0110912,56,Pulp Fiction (1994),01-Jan-94,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
258,tt0110932,58,Quiz Show (1994),01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
259,tt0110939,394,Radioland Murders (1994),01-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
260,tt0110950,1074,Reality Bites (1994),01-Jan-94,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
261,tt0110955,85,"Ref, The (1994)",01-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
262,tt0110963,730,"Queen Margot (Reine Margot, La) (1994)",01-Jan-96,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
263,tt0110965,788,Relative Fear (1994),01-Jan-94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
264,tt0110971,944,Renaissance Man (1994),01-Jan-94,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
265,tt0110997,281,"River Wild, The (1994)",01-Jan-94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
266,tt0111001,1140,"Road to Wellville, The (1994)",01-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
267,tt0111003,84,Robert A. Heinlein's The Puppet Masters (1994),01-Jan-94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
268,tt0111019,1171,Wild Reeds (1994),01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
269,tt0111054,1554,Safe Passage (1994),01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
270,tt0111070,63,"Santa Clause, The (1994)",01-Jan-94,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
271,tt0111094,1224,"Scout, The (1994)",01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
272,tt0111112,463,"Secret of Roan Inish, The (1994)",01-Jan-94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,tt0111127,396,Serial Mom (1994),01-Jan-94,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
274,tt0111143,810,"Shadow, The (1994)",01-Jan-94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,tt0111149,1073,Shallow Grave (1994),01-Jan-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
276,tt0111161,64,"Shawshank Redemption, The (1994)",01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
277,tt0111173,1595,Shopping (1994),09-Feb-96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
278,tt0111180,1333,Midnight Dancers (Sibak) (1994),01-Jan-94,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
279,tt0111194,1055,"Simple Twist of Fate, A (1994)",01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
280,tt0111201,737,Sirens (1994),01-Jan-94,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
281,tt0111237,1334,Somebody to Love (1994),14-Jun-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
282,tt0111252,1170,Spanking the Monkey (1994),01-Jan-94,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
283,tt0111256,796,Speechless (1994),01-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
284,tt0111257,568,Speed (1994),01-Jan-94,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
285,tt0111280,380,Star Trek: Generations (1994),01-Jan-94,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
286,tt0111282,62,Stargate (1994),01-Jan-94,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
287,tt0111309,1167,"Sum of Us, The (1994)",01-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
288,tt0111323,1314,Surviving the Game (1994),01-Jan-94,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
289,tt0111357,1272,Talking About Sex (1994),01-Jan-94,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
290,tt0111400,586,Terminal Velocity (1994),01-Jan-94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,tt0111418,738,Threesome (1994),01-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
292,tt0111424,1345,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
293,tt0111430,1561,Tigrero: A Film That Was Never Made (1994),01-Jan-94,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
294,tt0111438,797,Timecop (1994),01-Jan-94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
295,tt0111454,1148,Tom & Viv (1994),01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
296,tt0111495,59,Three Colors: Red (1994),01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
297,tt0111503,385,True Lies (1994),01-Jan-94,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
298,tt0111507,61,Three Colors: White (1994),01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
299,tt0111546,1330,An Unforgettable Summer (1994),01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
300,tt0111579,753,Burnt By the Sun (1994),01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
301,tt0111590,464,Vanya on 42nd Street (1994),01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
302,tt0111622,1360,"Sexual Life of the Belgians, The (1994)",01-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
303,tt0111667,1058,"War, The (1994)",01-Jan-94,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
304,tt0111686,567,Wes Craven's New Nightmare (1994),01-Jan-94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
305,tt0111689,1100,What Happened Was... (1994),01-Jan-94,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
306,tt0111693,1221,When a Man Loves a Woman (1994),01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
307,tt0111712,703,Widows' Peak (1994),01-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
308,tt0111732,941,With Honors (1994),01-Jan-94,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
309,tt0111742,569,Wolf (1994),01-Jan-94,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
310,tt0111756,570,Wyatt Earp (1994),01-Jan-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
311,tt0111787,1557,Yankee Zulu (1994),16-Feb-96,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
312,tt0111797,45,Eat Drink Man Woman (1994),01-Jan-94,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
313,tt0111804,1681,You So Crazy (1994),01-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
314,tt0112281,364,Ace Ventura: When Nature Calls (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
315,tt0112286,757,Across the Sea of Time (1995),01-Jan-95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
316,tt0112288,767,"Addiction, The (1995)",01-Jan-95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
317,tt0112302,1469,Tom and Huck (1995),01-Jan-95,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,tt0112342,1540,"Amazing Panda Adventure, The (1995)",01-Jan-95,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,tt0112346,692,"American President, The (1995)",01-Jan-95,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
320,tt0112362,1643,Angel Baby (1995),10-Jan-97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
321,tt0112364,1603,Angela (1995),16-Feb-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
322,tt0112365,20,Angels and Insects (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
323,tt0112368,1225,Angus (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
324,tt0112373,1084,Anne Frank Remembered (1995),23-Feb-96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
325,tt0112379,19,Antonia's Line (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
326,tt0112401,1217,Assassins (1995),01-Jan-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
327,tt0112427,1227,"Awfully Big Adventure, An (1995)",01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
328,tt0112431,8,Babe (1995),01-Jan-95,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
329,tt0112435,791,"Baby-Sitters Club, The (1995)",01-Jan-95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,tt0112438,1508,"Babysitter, The (1995)",01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
331,tt0112442,27,Bad Boys (1995),01-Jan-95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,tt0112443,798,Bad Company (1995),01-Jan-95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,tt0112445,18,"White Balloon, The (1995)",01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
334,tt0112453,1066,Balto (1995),01-Jan-95,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,tt0112461,697,"Basketball Diaries, The (1995)",01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
336,tt0112462,29,Batman Forever (1995),01-Jan-95,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
337,tt0112471,955,Before Sunrise (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
338,tt0112483,1250,Best of the Best 3: No Turning Back (1995),01-Jan-95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,tt0112495,1107,Beyond Rangoon (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
340,tt0112499,996,"Big Green, The (1995)",01-Jan-95,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
341,tt0112508,41,Billy Madison (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
342,tt0112536,1087,Bloodsport 2 (1995),01-Mar-96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,tt0112541,952,Blue in the Face (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344,tt0112571,723,Boys on the Side (1995),01-Jan-95,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
345,tt0112572,401,"Brady Bunch Movie, The (1995)",01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
346,tt0112573,22,Braveheart (1995),16-Feb-96,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
347,tt0112579,371,"Bridges of Madison County, The (1995)",09-Feb-96,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
348,tt0112585,26,"Brothers McMullen, The (1995)",01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
349,tt0112586,1636,Brothers in Trouble (1995),26-Apr-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
350,tt0112602,1246,Bushwhacked (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
351,tt0112604,1621,Butterfly Kiss (1995),26-Apr-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
352,tt0112606,1446,"Bye Bye, Love (1995)",01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
353,tt0112625,816,Candyman: Farewell to the Flesh (1995),01-Jan-95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
354,tt0112637,714,Carrington (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
355,tt0112641,693,Casino (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
356,tt0112642,768,Casper (1995),01-Jan-95,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,tt0112646,1318,Catwalk (1995),07-Jun-96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
358,tt0112651,813,"Celluloid Closet, The (1995)",15-Mar-96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
359,tt0112679,724,Circle of Friends (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
360,tt0112682,919,"City of Lost Children, The (1995)",01-Jan-95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
361,tt0112688,1267,Clockers (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
362,tt0112697,367,Clueless (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
363,tt0112702,1414,Coldblooded (1995),01-Jan-95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,tt0112712,1556,Condition Red (1995),01-Jan-95,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
365,tt0112715,769,Congo (1995),01-Jan-95,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
366,tt0112716,1342,"Convent, The (Convento, O) (1995)",14-Jun-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
367,tt0112722,5,Copycat (1995),01-Jan-95,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
368,tt0112740,31,Crimson Tide (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
369,tt0112744,460,"Crossing Guard, The (1995)",01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
370,tt0112746,1340,"Crude Oasis, The (1995)",01-Jan-95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
371,tt0112749,459,"Cry, the Beloved Country (1995)",01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
372,tt0112757,1468,"Cure, The (1995)",01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
373,tt0112760,1239,Cutthroat Island (1995),01-Jan-95,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
374,tt0112767,1156,Cyclo (1995),02-Aug-96,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
375,tt0112769,1623,"Cérémonie, La (1995)",20-Dec-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
376,tt0112777,1641,Dadetown (1995),18-Sep-96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
377,tt0112792,366,Dangerous Minds (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
378,tt0112817,922,Dead Man (1995),10-May-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
379,tt0112818,9,Dead Man Walking (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
380,tt0112819,1478,Dead Presidents (1995),01-Jan-95,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
381,tt0112844,1288,Denise Calls Up (1995),29-Mar-96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
382,tt0112851,33,Desperado (1995),01-Jan-95,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
383,tt0112854,1550,Destiny Turns on the Radio (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
384,tt0112857,770,Devil in a Blue Dress (1995),01-Jan-95,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
385,tt0112864,550,Die Hard: With a Vengeance (1995),01-Jan-95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
386,tt0112887,34,"Doom Generation, The (1995)",01-Jan-95,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
387,tt0112896,1052,Dracula: Dead and Loving It (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
388,tt0112907,1427,Drunks (1995),01-Nov-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
389,tt0112966,580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
390,tt0113010,759,Fair Game (1995),01-Jan-95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,tt0113028,1531,Far From Home: The Adventures of Yellow Dog (1995),01-Jan-95,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,tt0113041,756,Father of the Bride Part II (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
393,tt0113043,1520,"Fear, The (1995)",01-Jan-95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
394,tt0113044,1108,Feast of July (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
395,tt0113057,1158,"Fille seule, La (A Single Girl) (1995)",30-Oct-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
396,tt0113071,720,First Knight (1995),01-Jan-95,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
397,tt0113080,1495,Flirt (1995),07-Aug-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
398,tt0113083,927,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",08-Mar-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
399,tt0113089,726,Fluke (1995),01-Jan-95,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
400,tt0113097,1041,Forget Paris (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
401,tt0113101,3,Four Rooms (1995),01-Jan-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
402,tt0113107,1545,Frankie Starlight (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
403,tt0113114,35,Free Willy 2: The Adventure Home (1995),01-Jan-95,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
404,tt0113117,781,French Kiss (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
405,tt0113118,1218,Friday (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
406,tt0113122,817,Frisk (1995),29-Mar-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
407,tt0113149,16,French Twist (Gazon maudit) (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
408,tt0113158,950,Georgia (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
409,tt0113161,4,Get Shorty (1995),01-Jan-95,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
410,tt0113173,1486,Girl in the Cadillac (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
411,tt0113188,1503,Gold Diggers: The Secret of Bear Mountain (1995),01-Jan-95,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,tt0113189,2,GoldenEye (1995),01-Jan-95,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
