,movieId,movieTitle,releaseDate,Genre
383,1550,Destiny Turns on the Radio (1995),01-Jan-95,['Comedy']
384,770,Devil in a Blue Dress (1995),01-Jan-95,"['Crime', 'FilmNoir', 'Mystery', 'Thriller']"
385,550,Die Hard: With a Vengeance (1995),01-Jan-95,"['Action', 'Thriller']"
386,34,"Doom Generation, The (1995)",01-Jan-95,"['Comedy', 'Drama']"
387,1052,Dracula: Dead and Loving It (1995),01-Jan-95,"['Comedy', 'Horror']"
388,1427,Drunks (1995),01-Nov-96,['Drama']
389,580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",01-Jan-95,"['Comedy', 'Romance']"
390,759,Fair Game (1995),01-Jan-95,['Action']
391,1531,Far From Home: The Adventures of Yellow Dog (1995),01-Jan-95,"['Adventure', 'Childrens']"
392,756,Father of the Bride Part II (1995),01-Jan-95,['Comedy']
393,1520,"Fear, The (1995)",01-Jan-95,['Horror']
394,1108,Feast of July (1995),01-Jan-95,['Drama']
395,1158,"Fille seule, La (A Single Girl) (1995)",30-Oct-96,['Drama']
396,720,First Knight (1995),01-Jan-95,"['Action', 'Adventure', 'Drama', 'Romance']"
397,1495,Flirt (1995),07-Aug-96,['Drama']
398,927,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",08-Mar-96,['Drama']
399,726,Fluke (1995),01-Jan-95,"['Childrens', 'Drama']"
400,1041,Forget Paris (1995),01-Jan-95,"['Comedy', 'Romance']"
401,3,Four Rooms (1995),01-Jan-95,['Thriller']
402,1545,Frankie Starlight (1995),01-Jan-95,"['Drama', 'Romance']"
403,35,Free Willy 2: The Adventure Home (1995),01-Jan-95,"['Adventure', 'Childrens', 'Drama']"
404,781,French Kiss (1995),01-Jan-95,"['Comedy', 'Romance']"
405,1218,Friday (1995),01-Jan-95,['Comedy']
406,817,Frisk (1995),29-Mar-96,['Drama']
407,16,French Twist (Gazon maudit) (1995),01-Jan-95,"['Comedy', 'Romance']"
408,950,Georgia (1995),01-Jan-95,['Drama']
409,4,Get Shorty (1995),01-Jan-95,"['Action', 'Comedy', 'Drama']"
410,1486,Girl in the Cadillac (1995),01-Jan-95,['Drama']
411,1503,Gold Diggers: The Secret of Bear Mountain (1995),01-Jan-95,"['Adventure', 'Childrens']"
412,2,GoldenEye (1995),01-Jan-95,"['Action', 'Adventure', 'Thriller']"
413,1219,"Goofy Movie, A (1995)",01-Jan-95,"['Animation', 'Childrens', 'Comedy', 'Romance']"
414,1408,Gordy (1995),01-Jan-95,['Comedy']
415,1282,"Grass Harp, The (1995)",11-Oct-96,['Drama']
416,1028,Grumpier Old Men (1995),01-Jan-95,"['Comedy', 'Romance']"
417,1470,Gumby: The Movie (1995),01-Jan-95,"['Animation', 'Childrens']"
418,1139,Hackers (1995),01-Jan-95,"['Action', 'Crime', 'Thriller']"
419,834,Halloween: The Curse of Michael Myers (1995),01-Jan-95,"['Horror', 'Thriller']"
420,115,"Haunted World of Edward D. Wood Jr., The (1995)",26-Apr-96,['Documentary']
421,273,Heat (1995),01-Jan-95,"['Action', 'Crime', 'Thriller']"
422,594,Heavy (1995),05-Jun-96,"['Drama', 'Romance']"
423,1471,Hideaway (1995),01-Jan-95,['Thriller']
424,1220,Higher Learning (1995),01-Jan-95,['Drama']
425,1380,Hollow Reed (1996),02-May-97,['Drama']
426,1320,Homage (1995),03-May-96,['Drama']
427,716,Home for the Holidays (1995),01-Jan-95,"['Drama', 'Romance']"
428,24,Rumble in the Bronx (1995),23-Feb-96,"['Action', 'Adventure', 'Crime']"
429,949,How to Make an American Quilt (1995),01-Jan-95,"['Drama', 'Romance']"
430,1552,"Hunted, The (1995)",01-Jan-95,['Action']
431,113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",19-Apr-96,['Drama']
432,951,"Indian in the Cupboard, The (1995)",01-Jan-95,"['Adventure', 'Childrens', 'Fantasy']"
433,1390,"Innocent Sleep, The (1995)",27-Jun-97,['Crime']
434,1544,It Takes Two (1995),01-Jan-95,['Comedy']
435,1086,It's My Party (1995),22-Mar-96,['Drama']
436,1289,Jack and Sarah (1995),22-Mar-96,['Romance']
437,1207,Jade (1995),01-Jan-95,['Thriller']
438,1530,Jefferson in Paris (1995),01-Jan-95,['Drama']
439,372,Jeffrey (1995),01-Jan-95,['Comedy']
440,771,Johnny Mnemonic (1995),01-Jan-95,"['Action', 'SciFi', 'Thriller']"
441,1317,"Journey of August King, The (1995)",22-Mar-96,['Drama']
442,373,Judge Dredd (1995),01-Jan-95,"['Action', 'Adventure', 'SciFi']"
443,1029,Jury Duty (1995),01-Jan-95,['Comedy']
444,1042,Just Cause (1995),01-Jan-95,"['Mystery', 'Thriller']"
445,695,Kicking and Screaming (1995),01-Jan-95,"['Comedy', 'Drama']"
446,560,"Kid in King Arthur's Court, A (1995)",01-Jan-95,"['Adventure', 'Childrens', 'Comedy', 'Fantasy', 'Romance', 'SciFi']"
447,772,Kids (1995),01-Jan-95,['Drama']
448,1505,Killer: A Journal of Murder (1995),06-Sep-96,"['Crime', 'Drama']"
449,1208,Kiss of Death (1995),01-Jan-95,"['Crime', 'Drama', 'Thriller']"
450,1240,Ghost in the Shell (Kokaku kidotai) (1995),12-Apr-96,"['Animation', 'SciFi']"
451,1465,Last Summer in the Hamptons (1995),01-Jan-95,"['Comedy', 'Drama']"
452,276,Leaving Las Vegas (1995),01-Jan-95,"['Drama', 'Romance']"
453,1063,"Little Princess, A (1995)",01-Jan-95,"['Childrens', 'Drama']"
454,1093,Live Nude Girls (1995),01-Mar-96,['Comedy']
455,1070,Living in Oblivion (1995),01-Jan-95,['Comedy']
456,839,Loch Ness (1995),01-Jan-95,"['Horror', 'Thriller']"
457,551,Lord of Illusions (1995),01-Jan-95,['Horror']
458,1518,Losing Isaiah (1995),01-Jan-95,['Drama']
459,1343,Lotto Land (1995),01-Jan-95,['Drama']
460,1619,All Things Fair (1996),08-Mar-96,['Drama']
461,36,Mad Love (1995),01-Jan-95,"['Drama', 'Romance']"
462,1459,Madame Butterfly (1995),20-Sep-96,['Musical']
463,721,Mallrats (1995),01-Jan-95,['Comedy']
464,1179,Man of the House (1995),01-Jan-95,['Comedy']
465,766,Man of the Year (1995),01-Mar-96,['Documentary']
466,1466,Margaret's Museum (1995),01-Jan-95,['Drama']
467,700,Miami Rhapsody (1995),01-Jan-95,['Comedy']
468,13,Mighty Aphrodite (1995),30-Oct-95,['Comedy']
469,374,Mighty Morphin Power Rangers: The Movie (1995),01-Jan-95,"['Action', 'Childrens']"
470,1673,Mirage (1995),01-Jan-95,"['Action', 'Thriller']"
471,1493,"Modern Affair, A (1995)",06-Sep-96,['Romance']
472,540,Money Train (1995),01-Jan-95,['Action']
473,1441,Moonlight and Valentino (1995),01-Jan-95,"['Drama', 'Romance']"
474,541,Mortal Kombat (1995),01-Jan-95,"['Action', 'Adventure']"
475,15,Mr. Holland's Opus (1995),29-Jan-96,['Drama']
476,939,Murder in the First (1995),01-Jan-95,"['Drama', 'Thriller']"
477,1305,National Lampoon's Senior Trip (1995) ???,01-Jan-95,['Comedy']
478,1506,Nelly & Monsieur Arnaud (1995),12-Apr-96,['Drama']
479,1319,"Neon Bible, The (1995)",01-Mar-96,['Drama']
480,38,"Net, The (1995)",01-Jan-95,"['SciFi', 'Thriller']"
481,1519,New Jersey Drive (1995),01-Jan-95,"['Crime', 'Drama']"
482,761,Nick of Time (1995),01-Jan-95,"['Action', 'Thriller']"
483,1629,Nico Icon (1995),01-Jan-95,['Documentary']
484,722,Nine Months (1995),01-Jan-95,['Comedy']
485,458,Nixon (1995),01-Jan-95,['Drama']
486,1663,Nothing Personal (1995),30-Apr-97,"['Drama', 'War']"
487,1053,Now and Then (1995),01-Jan-95,['Drama']
488,279,Once Upon a Time... When We Were Colored (1995),01-Jan-95,['Drama']
489,1321,Open Season (1996),10-May-96,['Comedy']
490,110,Operation Dumbo Drop (1995),01-Jan-95,"['Action', 'Adventure', 'Comedy', 'War']"
491,713,Othello (1995),18-Dec-95,['Drama']
492,54,Outbreak (1995),01-Jan-95,"['Action', 'Drama', 'Thriller']"
493,857,Paris Was a Woman (1995),08-Nov-96,['Documentary']
494,1071,Party Girl (1995),01-Jan-95,['Comedy']
495,786,"Perez Family, The (1995)",01-Jan-95,"['Comedy', 'Romance']"
496,1574,Pharaoh's Army (1995),01-Jan-95,['War']
497,1259,Pie in the Sky (1995) ? 96,09-Feb-96,"['Comedy', 'Romance']"
498,253,"Pillow Book, The (1995)",13-Jun-97,"['Drama', 'Romance']"
499,542,Pocahontas (1995),01-Jan-95,"['Animation', 'Childrens', 'Musical', 'Romance']"
500,1229,Poison Ivy II (1995),01-Jan-95,"['Drama', 'Thriller']"
501,365,Powder (1995),01-Jan-95,['Drama']
502,830,Power 98 (1995),17-May-96,"['Action', 'Mystery', 'Thriller']"
503,774,"Prophecy, The (1995)",01-Jan-95,['Horror']
504,1072,"Pyromaniac's Love Story, A (1995)",01-Jan-95,"['Comedy', 'Romance']"
505,562,"Quick and the Dead, The (1995)",01-Jan-95,"['Action', 'Adventure']"
506,1479,Reckless (1995),01-Jan-95,['Comedy']
507,1155,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",28-Jun-96,"['Comedy', 'Romance']"
508,277,Restoration (1995),01-Jan-95,['Drama']
509,10,Richard III (1995),22-Jan-96,"['Drama', 'War']"
510,549,Rob Roy (1995),01-Jan-95,"['Drama', 'Romance', 'War']"
511,787,Roommates (1995),01-Jan-95,"['Comedy', 'Drama']"
512,1662,Rough Magic (1995),30-May-97,"['Drama', 'Romance']"
513,1261,"Run of the Country, The (1995)",01-Jan-95,['Drama']
514,274,Sabrina (1995),01-Jan-95,"['Comedy', 'Romance']"
515,1131,Safe (1995),01-Jan-95,['Thriller']
516,1442,"Scarlet Letter, The (1995)",01-Jan-95,['Drama']
517,760,Screamers (1995),01-Jan-95,['SciFi']
518,11,Seven (Se7en) (1995),01-Jan-95,"['Crime', 'Thriller']"
519,275,Sense and Sensibility (1995),01-Jan-95,"['Drama', 'Romance']"
520,1547,"Show, The (1995)",01-Jan-95,['Documentary']
521,375,Showgirls (1995),01-Jan-95,['Drama']
522,1460,Sleepover (1995),25-Oct-96,"['Comedy', 'Drama']"
523,1660,Small Faces (1995) ? 96,09-Aug-96,['Drama']
524,461,Smoke (1995),01-Jan-95,['Drama']
525,775,Something to Talk About (1995),01-Jan-95,"['Comedy', 'Drama', 'Romance']"
526,552,Species (1995),01-Jan-95,['SciFi']
527,1464,"Stars Fell on Henrietta, The (1995)",01-Jan-95,['Drama']
528,1435,"Steal Big, Steal Little (1995)",01-Jan-95,['Comedy']
529,1396,Stonewall (1995),26-Jul-96,['Drama']
530,39,Strange Days (1995),01-Jan-95,"['Action', 'Crime', 'SciFi']"
531,997,Stuart Saves His Family (1995),01-Jan-95,['Comedy']
532,363,Sudden Death (1995),01-Jan-95,['Action']
533,1677,Sweet Nothing (1995),20-Sep-96,['Drama']
534,379,Tales From the Crypt Presents: Demon Knight (1995),01-Jan-95,['Horror']
535,564,Tales from the Hood (1995),01-Jan-95,"['Comedy', 'Horror']"
536,1110,Tank Girl (1995),01-Jan-95,"['Action', 'Comedy', 'Musical', 'SciFi']"
537,1657,Target (1995),28-Feb-96,"['Action', 'Drama']"
538,104,Theodore Rex (1995),29-Mar-96,['Comedy']
539,544,Things to Do in Denver when You're Dead (1995),02-Feb-96,"['Crime', 'Drama', 'Romance']"
540,776,Three Wishes (1995),01-Jan-95,['Drama']
541,1253,"Tie That Binds, The (1995)",01-Jan-95,['Thriller']
542,1632,Land and Freedom (Tierra y libertad) (1995),29-Mar-96,['War']
543,715,To Die For (1995),01-Jan-95,"['Comedy', 'Drama']"
544,40,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",01-Jan-95,['Comedy']
545,1613,Tokyo Fist (1995),11-Feb-98,"['Action', 'Drama']"
546,790,Tommy Boy (1995),01-Jan-95,['Comedy']
547,1260,Total Eclipse (1995),01-Jan-95,['Drama']
548,1,Toy Story (1995),01-Jan-95,"['Animation', 'Childrens', 'Comedy']"
549,7,Twelve Monkeys (1995),01-Jan-95,"['Drama', 'SciFi']"
550,920,Two Bits (1995),01-Jan-95,['Drama']
551,1228,Under Siege 2: Dark Territory (1995),01-Jan-95,['Action']
552,1529,Underground (1995),29-Mar-96,['War']
553,1553,"Underneath, The (1995)",01-Jan-95,"['Mystery', 'Thriller']"
554,953,Unstrung Heroes (1995),01-Jan-95,"['Comedy', 'Drama']"
555,954,Unzipped (1995),01-Jan-95,['Documentary']
556,1068,"Star Maker, The (Uomo delle stelle, L') (1995)",01-Mar-96,['Drama']
557,12,"Usual Suspects, The (1995)",14-Aug-95,"['Crime', 'Thriller']"
558,545,Vampire in Brooklyn (1995),01-Jan-95,"['Comedy', 'Romance']"
559,565,Village of the Damned (1995),01-Jan-95,"['Horror', 'Thriller']"
560,1210,Virtuosity (1995),01-Jan-95,"['SciFi', 'Thriller']"
561,1311,Waiting to Exhale (1995),15-Jan-96,"['Comedy', 'Drama']"
562,553,"Walk in the Clouds, A (1995)",01-Jan-95,"['Drama', 'Romance']"
563,1423,"Walking Dead, The (1995)",01-Jan-95,"['Drama', 'War']"
564,554,Waterworld (1995),01-Jan-95,"['Action', 'Adventure']"
565,93,Welcome to the Dollhouse (1995),24-May-96,"['Comedy', 'Drama']"
566,1406,When Night Is Falling (1995),01-Jan-95,"['Drama', 'Romance']"
567,66,While You Were Sleeping (1995),01-Jan-95,"['Comedy', 'Romance']"
568,555,White Man's Burden (1995),01-Jan-95,['Drama']
569,1627,"Wife, The (1995)",26-Jul-96,"['Comedy', 'Drama']"
570,556,Wild Bill (1995),01-Jan-95,[]
571,1515,Wings of Courage (1995),01-Jan-95,"['Adventure', 'Romance']"
572,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),01-Jan-95,['Drama']
573,547,"Young Poisoner's Handbook, The (1995)",23-Feb-96,['Crime']
574,225,101 Dalmatians (1996),27-Nov-96,"['Childrens', 'Comedy']"
575,1011,2 Days in the Valley (1996),27-Sep-96,['Crime']
576,1060,"Adventures of Pinocchio, The (1996)",26-Jul-96,"['Adventure', 'Childrens']"
577,828,Alaska (1996),21-Aug-96,"['Adventure', 'Childrens']"
578,1083,Albino Alligator (1996),17-Jan-97,"['Crime', 'Thriller']"
579,103,All Dogs Go to Heaven 2 (1996),29-Mar-96,"['Animation', 'Childrens', 'Musical']"
580,1335,American Buffalo (1996),13-Sep-96,['Drama']
581,1362,American Strays (1996),13-Sep-96,['Action']
582,825,"Arrival, The (1996)",31-May-96,"['Action', 'SciFi', 'Thriller']"
583,1051,"Associate, The (1996)",19-Oct-96,['Comedy']
584,1325,August (1996),12-Apr-96,['Drama']
585,1639,Bitter Sugar (Azucar Amargo) (1996),22-Nov-96,['Drama']
586,706,Bad Moon (1996),01-Nov-96,['Horror']
587,1215,Barb Wire (1996),03-May-96,"['Action', 'SciFi']"
588,1010,Basquiat (1996),16-Aug-96,['Drama']
589,454,Bastard Out of Carolina (1996),15-Dec-96,['Drama']
590,762,Beautiful Girls (1996),09-Feb-96,['Drama']
591,1137,Beautiful Thing (1996),09-Oct-96,"['Drama', 'Romance']"
592,240,Beavis and Butt-head Do America (1996),20-Dec-96,"['Animation', 'Comedy']"
593,278,Bed of Roses (1996),01-Jan-96,"['Drama', 'Romance']"
594,1284,Before and After (1996),23-Feb-96,"['Drama', 'Mystery']"
595,1165,Big Bully (1996),01-Jan-96,"['Comedy', 'Drama']"
596,137,Big Night (1996),20-Sep-96,['Drama']
597,598,"Big Squeeze, The (1996)",06-Sep-96,"['Comedy', 'Drama']"
598,368,Bio-Dome (1996),01-Jan-96,['Comedy']
599,1364,Bird of Prey (1996),04-Oct-96,['Action']
600,25,"Birdcage, The (1996)",08-Mar-96,['Comedy']
601,369,Black Sheep (1996),02-Feb-96,['Comedy']
602,985,Blood & Wine (1997),15-Nov-96,['Drama']
603,852,"Bloody Child, The (1996)",26-Oct-96,"['Drama', 'Thriller']"
604,832,Bogus (1996),06-Sep-96,"['Childrens', 'Drama', 'Fantasy']"
605,1067,Bottle Rocket (1996),21-Feb-96,['Comedy']
606,129,Bound (1996),04-Oct-96,"['Crime', 'Drama', 'Romance', 'Thriller']"
607,1326,Boys (1996),10-May-96,['Drama']
608,936,Brassed Off (1996),13-Jun-97,"['Comedy', 'Drama', 'Romance']"
609,221,Breaking the Waves (1996),15-Nov-96,['Drama']
610,546,Broken Arrow (1996),09-Feb-96,"['Action', 'Thriller']"
611,1255,Broken English (1996),02-May-97,['Drama']
612,833,Bulletproof (1996),06-Sep-96,['Action']
613,122,"Cable Guy, The (1996)",14-Jun-96,['Comedy']
614,1496,Carpool (1996),23-Aug-96,"['Comedy', 'Crime']"
615,1085,Carried Away (1996),29-Mar-96,"['Drama', 'Romance']"
616,1174,Caught (1996),27-Sep-96,"['Drama', 'Thriller']"
617,1291,Celtic Pride (1996),19-Apr-96,['Comedy']
618,256,When the Cats Away (Chacun cherche son chat) (1996),20-Jun-97,"['Comedy', 'Romance']"
619,930,Chain Reaction (1996),31-Jul-96,"['Action', 'Adventure', 'Thriller']"
620,620,"Chamber, The (1996)",11-Oct-96,['Drama']
621,1511,Children of the Revolution (1996),01-May-97,['Comedy']
622,236,Citizen Ruth (1996),13-Dec-96,"['Comedy', 'Drama']"
623,696,City Hall (1996),16-Feb-96,"['Drama', 'Thriller']"
624,1537,Cosi (1996),11-Apr-97,['Comedy']
625,471,Courage Under Fire (1996),08-Mar-96,"['Drama', 'War']"
626,928,"Craft, The (1996)",26-Apr-96,"['Drama', 'Horror']"
627,325,Crash (1996),21-Mar-97,"['Drama', 'Thriller']"
628,743,"Crow: City of Angels, The (1996)",30-Aug-96,"['Action', 'Thriller']"
629,676,"Crucible, The (1996)",27-Nov-96,['Drama']
630,1081,Curdled (1996),27-Sep-96,['Crime']
631,138,D3: The Mighty Ducks (1996),04-Oct-96,"['Childrens', 'Comedy']"
632,827,Daylight (1996),06-Dec-96,"['Action', 'Adventure', 'Thriller']"
633,533,"Daytrippers, The (1996)",21-Mar-97,['Mystery']
634,1092,Dear God (1996),01-Nov-96,['Comedy']
635,106,Diabolique (1996),01-Jan-96,"['Drama', 'Thriller']"
636,1059,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),01-Jan-96,['Comedy']
637,926,Down Periscope (1996),01-Mar-96,['Comedy']
638,472,Dragonheart (1996),31-May-96,"['Action', 'Adventure', 'Fantasy']"
639,1177,Dunston Checks In (1996),01-Jan-96,['Comedy']
640,1287,Ed (1996),08-Mar-96,['Comedy']
641,1356,Ed's Next Move (1996),04-Oct-96,['Comedy']
642,819,Eddie (1996),31-May-96,['Comedy']
643,283,Emma (1996),02-Aug-96,"['Drama', 'Romance']"
644,286,"English Patient, The (1996)",15-Nov-96,"['Drama', 'Romance', 'War']"
645,1653,Entertaining Angels: The Dorothy Day Story (1996),27-Sep-96,['Drama']
646,597,Eraser (1996),21-Jun-96,"['Action', 'Thriller']"
647,831,Escape from L.A. (1996),09-Aug-96,"['Action', 'Adventure', 'SciFi', 'Thriller']"
648,1061,"Evening Star, The (1996)",25-Dec-96,"['Comedy', 'Drama']"
649,319,Everyone Says I Love You (1996),06-Dec-96,"['Comedy', 'Musical', 'Romance']"
650,289,Evita (1996),25-Dec-96,"['Drama', 'Musical']"
651,685,Executive Decision (1996),09-Mar-96,"['Action', 'Thriller']"
652,619,Extreme Measures (1996),27-Sep-96,"['Drama', 'Thriller']"
653,974,Eye for an Eye (1996),01-Jan-96,"['Drama', 'Thriller']"
654,1114,Faithful (1996),03-Apr-96,['Comedy']
655,1197,"Family Thing, A (1996)",23-Mar-96,"['Comedy', 'Drama']"
656,595,"Fan, The (1996)",16-Aug-96,['Thriller']
657,100,Fargo (1996),14-Feb-97,"['Crime', 'Drama', 'Thriller']"
658,975,Fear (1996),12-Apr-96,['Thriller']
659,1132,Feeling Minnesota (1996),13-Sep-96,"['Drama', 'Romance']"
660,1082,Female Perversions (1996),25-Apr-97,['Drama']
661,1652,Temptress Moon (Feng Yue) (1996),13-Jun-97,['Romance']
662,677,Fire on the Mountain (1996),24-Jan-97,['Documentary']
663,932,First Kid (1996),30-Aug-96,"['Childrens', 'Comedy']"
664,476,"First Wives Club, The (1996)",14-Sep-96,['Comedy']
665,829,Fled (1996),19-Jul-96,"['Action', 'Adventure']"
666,112,Flipper (1996),10-May-96,"['Adventure', 'Childrens']"
667,1098,Flirting With Disaster (1996),22-Mar-96,['Comedy']
668,304,Fly Away Home (1996),13-Sep-96,"['Adventure', 'Childrens']"
669,1391,For Ever Mozart (1996),04-Jul-97,['Drama']
670,1263,Foxfire (1996),23-Aug-96,['Drama']
671,844,Freeway (1996),23-Aug-96,['Crime']
672,123,"Frighteners, The (1996)",19-Jul-96,"['Comedy', 'Horror']"
673,17,From Dusk Till Dawn (1996),05-Feb-96,"['Action', 'Comedy', 'Crime', 'Horror', 'Thriller']"
674,933,"Funeral, The (1996)",25-Oct-96,['Drama']
675,1134,Get on the Bus (1996),16-Oct-96,['Drama']
676,1659,Getting Away With Murder (1996),12-Apr-96,['Comedy']
677,148,"Ghost and the Darkness, The (1996)",11-Oct-96,"['Action', 'Adventure']"
678,1136,Ghosts of Mississippi (1996),20-Dec-96,['Drama']
679,818,Girl 6 (1996),22-Mar-96,['Comedy']
680,1637,Girls Town (1996),23-Aug-96,['Drama']
681,841,"Glimmer Man, The (1996)",04-Oct-96,"['Action', 'Thriller']"
682,1426,Grace of My Heart (1996),13-Sep-96,"['Comedy', 'Drama']"
683,824,"Great White Hype, The (1996)",03-May-96,['Comedy']
684,1039,Hamlet (1996),24-Jan-97,['Drama']
685,763,Happy Gilmore (1996),16-Feb-96,['Comedy']
686,929,Harriet the Spy (1996),03-Jul-96,"['Childrens', 'Comedy']"
687,992,Head Above Water (1996),20-Jun-97,"['Comedy', 'Thriller']"
688,868,Hearts and Minds (1996),10-Jan-97,['Drama']
689,978,Heaven's Prisoners (1996),10-May-96,"['Mystery', 'Thriller']"
690,590,Hellraiser: Bloodline (1996),08-Mar-96,"['Action', 'Horror', 'SciFi']"
691,1095,High School High (1996),25-Oct-96,['Comedy']
692,1033,Homeward Bound II: Lost in San Francisco (1996),08-Mar-96,"['Adventure', 'Childrens']"
693,1377,Hotel de Love (1996),07-Feb-97,"['Comedy', 'Romance']"
694,1049,House Arrest (1996),02-Aug-96,['Comedy']
695,1640,"Eighth Day, The (1996)",01-Nov-96,['Drama']
696,596,"Hunchback of Notre Dame, The (1996)",21-Jun-96,"['Animation', 'Childrens', 'Musical']"
697,1008,I Shot Andy Warhol (1996),01-May-96,['Drama']
698,1120,I'm Not Rappaport (1996),13-Nov-96,['Comedy']
699,764,If Lucy Fell (1996),08-Mar-96,"['Comedy', 'Romance']"
700,1152,In Love and War (1996),24-Jan-97,"['Romance', 'War']"
701,121,Independence Day (ID4) (1996),03-Jul-96,"['Action', 'SciFi', 'War']"
702,1355,Infinity (1996),04-Oct-96,['Drama']
703,1611,Intimate Relations (1996),09-May-97,['Comedy']
704,931,"Island of Dr. Moreau, The (1996)",23-Aug-96,"['SciFi', 'Thriller']"
705,409,Jack (1996),07-Aug-96,"['Comedy', 'Drama']"
706,473,James and the Giant Peach (1996),12-Apr-96,"['Animation', 'Childrens', 'Musical']"
707,740,Jane Eyre (1996),05-Apr-96,"['Drama', 'Romance']"
708,237,Jerry Maguire (1996),13-Dec-96,"['Drama', 'Romance']"
709,862,Jingle All the Way (1996),22-Nov-96,"['Adventure', 'Childrens', 'Comedy']"
710,1079,Joe's Apartment (1996),26-Jul-96,"['Comedy', 'Musical']"
711,1543,Johns (1996),18-Oct-96,['Drama']
712,149,Jude (1996),01-Nov-96,['Drama']
713,717,"Juror, The (1996)",01-Jan-96,"['Drama', 'Thriller']"
714,532,Kama Sutra: A Tale of Love (1996),07-Mar-97,['Romance']
715,130,Kansas City (1996),16-Aug-96,['Crime']
716,1501,Prisoner of the Mountains (Kavkazsky Plennik) (1996),31-Jan-97,['War']
717,1336,Kazaam (1996),17-Jul-96,"['Childrens', 'Comedy', 'Fantasy']"
718,108,Kids in the Hall: Brain Candy (1996),12-Apr-96,['Comedy']
719,410,Kingpin (1996),12-Jul-96,['Comedy']
720,1216,Kissed (1996),18-Apr-97,['Romance']
721,242,Kolya (1996),24-Jan-97,['Comedy']
722,1337,Larger Than Life (1996),01-Nov-96,['Comedy']
723,840,Last Man Standing (1996),20-Sep-96,"['Action', 'Drama']"
724,1302,Late Bloomers (1996),06-Jun-97,['Comedy']
725,758,Lawnmower Man 2: Beyond Cyberspace (1996),01-Jan-96,"['SciFi', 'Thriller']"
726,1612,"Leading Man, The (1996)",16-Jan-98,['Romance']
727,1363,"Leopard Son, The (1996)",27-Sep-96,['Documentary']
728,1497,"Line King: Al Hirschfeld, The (1996)",11-Oct-96,['Documentary']
729,124,Lone Star (1996),21-Jun-96,"['Drama', 'Mystery']"
730,147,"Long Kiss Goodnight, The (1996)",05-Oct-96,"['Action', 'Thriller']"
731,847,Looking for Richard (1996),11-Oct-96,"['Documentary', 'Drama']"
732,1457,Love Is All There Is (1996),11-Oct-96,"['Comedy', 'Drama']"
733,1605,Love Serenade (1996),11-Jul-97,['Comedy']
734,1379,Love and Other Catastrophes (1996),28-Mar-97,['Romance']
735,1351,Lover's Knot (1996),12-Jul-96,['Comedy']
736,1669,MURDER and murder (1996),20-Jun-97,"['Crime', 'Drama', 'Mystery']"
737,1510,Mad Dog Time (1996),08-Nov-96,['Crime']
738,1281,Manny & Lo (1996),26-Jul-96,['Drama']
739,235,Mars Attacks! (1996),13-Dec-96,"['Action', 'Comedy', 'SciFi', 'War']"
740,287,Marvin's Room (1996),18-Dec-96,['Drama']
741,370,Mary Reilly (1996),23-Feb-96,"['Drama', 'Thriller']"
742,477,Matilda (1996),02-Aug-96,"['Childrens', 'Comedy']"
743,982,Maximum Risk (1996),13-Sep-96,"['Action', 'Adventure', 'Thriller']"
744,866,Michael (1996),25-Dec-96,"['Comedy', 'Romance']"
745,744,Michael Collins (1996),11-Oct-96,"['Drama', 'War']"
746,634,Microcosmos: Le peuple de l'herbe (1996) ?????,11-Oct-96,['Documentary']
747,1251,A Chef in Love (1996),25-Apr-97,['Comedy']
748,220,"Mirror Has Two Faces, The (1996)",15-Nov-96,"['Comedy', 'Romance']"
749,405,Mission: Impossible (1996),22-May-96,"['Action', 'Adventure', 'Mystery']"
750,107,Moll Flanders (1996),14-Jun-96,['Drama']
751,1389,Mondo (1996) ?? 95,27-Jun-97,['Drama']
752,321,Mother (1996),25-Dec-96,['Comedy']
753,980,Mother Night (1996),01-Nov-96,['Drama']
754,1054,Mr. Wrong (1996),16-Feb-96,['Comedy']
755,821,Mrs. Winterbourne (1996),19-Apr-96,"['Comedy', 'Romance']"
756,823,Mulholland Falls (1996),26-Apr-96,"['Crime', 'FilmNoir', 'Thriller']"
757,1047,Multiplicity (1996),12-Jul-96,['Comedy']
758,21,Muppet Treasure Island (1996),16-Feb-96,"['Action', 'Adventure', 'Comedy', 'Musical', 'Thriller']"
759,864,My Fellow Americans (1996),20-Dec-96,['Comedy']
760,109,Mystery Science Theater 3000: The Movie (1996),19-Apr-96,"['Comedy', 'SciFi']"
761,1638,Normal Life (1996),25-Oct-96,"['Crime', 'Drama']"
762,411,"Nutty Professor, The (1996)",28-Jun-96,"['Comedy', 'Fantasy', 'Romance', 'SciFi']"
763,1233,N�nette et Boni (1996),01-Jan-96,['Drama']
764,815,One Fine Day (1996),30-Nov-96,"['Drama', 'Romance']"
765,1151,Original Gangstas (1996),10-May-96,['Crime']
766,1057,"Pallbearer, The (1996)",19-Apr-96,['Comedy']
767,1161,Palookaville (1996),25-Oct-96,"['Action', 'Drama']"
